Image,PSNR,SSIM
COVID-1.png,34.144039154052734,0.95152044
COVID-10.png,34.57756805419922,0.9167494
COVID-100.png,30.41851234436035,0.91251445
COVID-1000.png,30.455493927001953,0.9313875
COVID-1001.png,28.90272331237793,0.8764728
COVID-1002.png,28.595252990722656,0.83727604
COVID-1003.png,30.28040313720703,0.89289266
COVID-1004.png,33.085758209228516,0.93912
COVID-1005.png,30.215444564819336,0.88201714
COVID-1006.png,31.329723358154297,0.89383143
COVID-1007.png,28.72378158569336,0.9093497
COVID-1008.png,33.04502487182617,0.9099769
COVID-1009.png,30.19131088256836,0.904799
COVID-101.png,30.63610076904297,0.87124676
COVID-1010.png,31.90044593811035,0.9227333
COVID-1011.png,29.638832092285156,0.9044393
COVID-1012.png,32.42741775512695,0.9224398
COVID-1013.png,35.11974334716797,0.95080715
COVID-1014.png,29.935991287231445,0.8784953
COVID-1015.png,30.704133987426758,0.8850064
COVID-1016.png,29.306461334228516,0.9029457
COVID-1017.png,27.857746124267578,0.8303709
COVID-1018.png,31.04739761352539,0.91358835
COVID-1019.png,32.333953857421875,0.9164953
COVID-102.png,36.458946228027344,0.9638958
COVID-1020.png,33.432621002197266,0.8781488
COVID-1021.png,26.275081634521484,0.8964998
COVID-1022.png,34.91840362548828,0.94711596
COVID-1023.png,33.49481201171875,0.9199441
COVID-1024.png,31.07122039794922,0.8986466
COVID-1025.png,34.098838806152344,0.9352034
COVID-1026.png,34.639183044433594,0.92503786
COVID-1027.png,29.971214294433594,0.9249692
COVID-1028.png,29.5424747467041,0.91336673
COVID-1029.png,32.281070709228516,0.9108691
COVID-103.png,27.038475036621094,0.87844616
COVID-1030.png,31.46343421936035,0.9073875
COVID-1031.png,31.90066909790039,0.93095654
COVID-1032.png,34.20891571044922,0.9273939
COVID-1033.png,31.28965187072754,0.92663914
COVID-1034.png,30.093055725097656,0.92395955
COVID-1035.png,36.1264762878418,0.93141514
COVID-1036.png,31.464998245239258,0.9184706
COVID-1037.png,31.386173248291016,0.871347
COVID-1038.png,28.487882614135742,0.9056894
COVID-1039.png,30.94781494140625,0.88835543
COVID-104.png,37.53058624267578,0.9482117
COVID-1040.png,31.56001853942871,0.86414576
COVID-1041.png,31.20885467529297,0.91084975
COVID-1042.png,34.75239181518555,0.9414242
